ID_Ventas;ID_Canal;ID_Provincia;ID_Ciudad;ID_Empresa;ID_Vendedor;ID_Comprador;ID_Titular;ID_Voucher;Fecha_de_Emisión;ID_Origen;ID_Destino;ID_Producto;ID_Tipo_de_Producto;Inicio_Viaje;Fin_Viaje;ID_Forma_de_Pago
1814;12;4;7;4;181;5487;1;177809;8/9/2015;26;1000;400;3;28/9/2015;10/10/2015;14
1815;13;4;13;1;320;706;3;177843;8/9/2015;16;1001;102;3;20/9/2015;5/10/2015;2
1816;13;4;13;1;320;5251;3;177856;8/9/2015;14;1000;200;3;8/9/2015;21/9/2015;2
1817;13;20;8;1;320;486;4;177869;8/9/2015;63;1007;200;3;10/9/2015;13/9/2015;1
1818;3;5;15;15;217;2554;4;177886;9/9/2015;26;1003;102;3;9/9/2015;20/9/2015;1
1819;3;3;9;50;14;1518;4;177899;9/9/2015;14;1002;200;3;15/9/2015;22/9/2015;1
1820;12;4;9;1;11;2398;4;177915;9/9/2015;14;1003;102;3;10/9/2015;25/9/2015;6
1821;13;4;9;25;170;2924;4;177928;9/9/2015;14;1000;200;3;11/9/2015;28/9/2015;2
1822;12;4;7;2;40;5214;3;177988;11/9/2015;63;1000;200;3;3/10/2015;20/10/2015;14
1823;13;4;13;1;320;2251;3;178052;11/9/2015;14;1001;400;3;16/9/2015;28/9/2015;12
1824;3;3;9;50;14;2523;2;178078;11/9/2015;14;1002;200;3;15/9/2015;29/9/2015;1
1825;12;4;9;1;11;3658;3;178095;11/9/2015;26;1001;400;3;16/9/2015;1/10/2015;14
1826;3;5;15;15;217;4397;4;178107;12/9/2015;26;1002;200;3;14/9/2015;26/9/2015;1
1827;3;5;15;15;217;4242;2;178197;14/9/2015;26;1002;200;3;22/9/2015;3/10/2015;1
1828;13;4;9;1;320;255;1;178213;14/9/2015;14;1007;200;3;16/9/2015;18/9/2015;1
1829;13;20;42;1;320;4334;4;178243;14/9/2015;14;1002;200;3;2/12/2015;11/12/2015;1
1830;13;20;42;1;320;1989;2;178256;14/9/2015;14;1002;200;3;25/9/2015;4/10/2015;1
1831;13;20;42;1;320;5771;4;178286;14/9/2015;14;1002;200;3;28/11/2015;9/12/2015;1
1832;13;20;42;1;320;3604;4;178299;14/9/2015;63;1002;200;3;13/11/2015;19/11/2015;1
1833;13;20;42;1;320;5402;4;178302;14/9/2015;14;1002;200;3;10/11/2015;20/11/2015;1
1834;13;20;42;1;320;161;4;178345;14/9/2015;14;1002;200;3;2/10/2015;11/10/2015;1
1835;13;3;6;1;320;3159;4;178358;15/9/2015;14;1003;103;3;2/10/2015;30/10/2015;1
1836;13;4;13;1;320;5295;3;178362;15/9/2015;14;1000;102;3;7/10/2015;20/10/2015;2
1837;12;4;7;3;315;2416;3;178375;15/9/2015;14;1001;102;3;25/9/2015;25/10/2015;14
1838;3;3;9;50;14;3774;4;178421;15/9/2015;14;1002;200;3;15/11/2015;25/11/2015;1
1839;12;4;7;2;255;5291;3;178579;15/9/2015;63;1000;200;3;19/9/2015;25/9/2015;10
1840;12;4;9;1;11;2842;1;178612;16/9/2015;14;1000;200;3;18/9/2015;27/9/2015;9
1841;13;4;9;1;320;255;1;178625;16/9/2015;14;1007;200;3;17/9/2015;18/9/2015;1
1842;12;4;9;1;11;1079;3;178638;16/9/2015;14;1001;400;3;21/9/2015;5/10/2015;6
1843;13;4;13;1;320;3117;3;178668;17/9/2015;14;1000;200;3;19/9/2015;27/9/2015;9
1844;13;4;9;25;170;4547;3;178727;17/9/2015;14;1000;303;3;2/10/2015;13/10/2015;10
1845;13;4;9;1;320;255;2;178731;18/9/2015;14;1007;200;3;21/9/2015;26/9/2015;1
1846;3;3;9;50;14;156;4;178863;18/9/2015;14;1003;200;3;25/9/2015;27/9/2015;1
1847;13;4;9;25;170;4619;3;178905;18/9/2015;14;1004;103;3;20/9/2015;27/9/2015;12
1848;12;4;9;1;11;3500;4;178995;19/9/2015;14;1000;200;3;19/9/2015;9/10/2015;9
1849;12;4;9;1;11;1267;4;179008;20/9/2015;14;1003;400;3;27/12/2015;9/1/2016;12
1850;12;4;7;2;122;4770;3;179025;21/9/2015;16;1000;200;3;30/9/2015;12/10/2015;14
1851;12;4;7;2;187;909;3;179038;21/9/2015;16;1003;200;3;5/10/2015;13/10/2015;14
1852;3;5;15;15;217;2627;4;179085;21/9/2015;26;1003;200;3;27/9/2015;7/10/2015;1
1853;13;4;13;1;11;1424;3;179101;21/9/2015;14;1000;102;3;4/10/2015;22/10/2015;14
1854;13;4;13;1;320;5266;3;179114;21/9/2015;14;1000;302;3;17/11/2015;30/11/2015;13
1855;3;5;15;15;217;3232;3;179157;22/9/2015;26;1001;400;3;6/10/2015;23/10/2015;1
1856;3;5;15;15;217;3487;4;179161;22/9/2015;26;1002;200;3;28/9/2015;8/10/2015;1
1857;12;4;7;2;171;5545;3;179174;22/9/2015;16;1000;103;3;6/10/2015;21/10/2015;6
1858;3;3;9;50;14;84;3;179203;22/9/2015;14;1003;200;3;25/9/2015;1/10/2015;1
1859;13;4;9;25;170;3205;3;179216;22/9/2015;14;1003;200;3;26/9/2015;16/10/2015;12
1860;13;4;9;25;170;5535;3;179259;22/9/2015;14;1000;102;3;27/9/2015;19/10/2015;14
1861;13;4;9;1;320;255;1;179276;23/9/2015;16;1007;200;3;25/9/2015;25/9/2015;1
1862;13;4;13;1;320;5750;3;179305;23/9/2015;14;1001;400;3;27/9/2015;16/10/2015;2
1863;13;4;9;1;320;255;1;179382;24/9/2015;14;1007;200;3;27/9/2015;2/10/2015;1
1864;3;5;15;15;217;3938;4;179407;24/9/2015;26;1002;200;3;28/9/2015;9/10/2015;1
1865;13;4;9;1;320;255;1;179411;24/9/2015;14;1007;200;3;27/9/2015;2/10/2015;1
1866;12;4;7;3;43;316;3;179896;25/9/2015;14;1001;400;3;28/9/2015;22/10/2015;11
1867;13;4;13;1;320;2719;3;179912;25/9/2015;14;1000;103;3;5/10/2015;16/10/2015;14
1868;12;4;7;6;189;5550;3;179938;25/9/2015;16;1000;102;3;9/10/2015;13/10/2015;8
1869;3;5;15;15;217;4728;3;179998;26/9/2015;26;1003;400;3;28/9/2015;16/10/2015;1
1870;13;4;13;1;11;760;3;180074;28/9/2015;14;1000;102;3;8/10/2015;23/10/2015;12
1871;1;4;9;23;217;536;3;180116;29/9/2015;14;1003;302;3;6/10/2015;15/10/2015;1
1872;13;4;13;1;320;3230;3;180163;29/9/2015;14;1002;200;3;12/10/2015;24/10/2015;2
1873;13;4;9;1;320;4237;4;180176;30/9/2015;14;1003;302;3;4/10/2015;26/10/2015;1
1874;13;4;9;25;170;3681;3;180235;1/10/2015;14;1000;200;3;4/10/2015;9/10/2015;12
1875;13;4;13;1;320;4200;3;180252;1/10/2015;14;1001;400;3;11/10/2015;21/11/2015;2
1876;3;3;9;50;14;4035;3;180265;1/10/2015;14;1001;102;3;4/10/2015;25/10/2015;1
1877;13;4;9;25;170;4644;3;180278;1/10/2015;14;1000;303;3;11/10/2015;28/10/2015;2
1878;13;4;9;25;170;205;1;180282;1/10/2015;14;1000;102;3;11/10/2015;28/10/2015;2
1879;13;4;9;25;170;4386;4;180295;1/10/2015;14;1003;102;3;10/10/2015;29/10/2015;2
1880;13;4;9;25;170;2661;3;180307;1/10/2015;14;1000;200;3;23/10/2015;9/11/2015;2
1881;13;4;9;1;320;255;1;180311;2/10/2015;14;1007;200;3;5/10/2015;9/10/2015;1
1882;13;4;9;1;320;255;1;180337;2/10/2015;14;1007;200;3;5/10/2015;10/10/2015;1
1883;13;4;9;1;320;255;1;180341;2/10/2015;14;1007;200;3;5/10/2015;10/10/2015;1
1884;3;3;9;50;14;1657;4;180439;3/10/2015;14;1003;200;3;21/3/2016;28/3/2016;1
1885;12;4;7;2;318;3790;3;180528;5/10/2015;16;1000;102;3;8/10/2015;2/11/2015;6
1886;3;5;15;15;217;2855;4;180558;6/10/2015;26;1002;200;3;15/1/2016;30/1/2016;1
1887;12;4;7;4;193;5557;4;180562;6/10/2015;26;1000;200;3;18/10/2015;22/10/2015;14
1888;13;4;13;1;320;2111;3;180588;6/10/2015;14;1000;102;3;7/10/2015;13/10/2015;2
1889;13;4;13;1;320;754;3;180677;6/10/2015;14;1000;200;3;1/11/2015;12/11/2015;12
1890;12;4;7;4;196;2363;3;180694;6/10/2015;26;1003;400;3;21/10/2015;28/10/2015;14
1891;12;4;7;4;196;4721;3;180706;6/10/2015;26;1003;403;3;21/10/2015;28/10/2015;14
1892;13;4;13;1;320;4061;3;180719;6/10/2015;14;1001;400;3;15/10/2015;26/10/2015;2
1893;12;4;9;1;11;1044;4;180753;7/10/2015;14;1003;400;3;30/11/2015;9/12/2015;2
1894;12;4;7;2;142;3036;3;180783;7/10/2015;16;1003;200;3;10/10/2015;21/10/2015;12
1895;13;4;13;1;11;752;3;180812;8/10/2015;14;1001;400;3;15/10/2015;27/10/2015;13
1896;13;4;9;1;320;255;1;180825;8/10/2015;14;1007;200;3;9/10/2015;9/10/2015;1
1897;13;4;13;1;11;2883;4;180838;8/10/2015;14;1001;102;3;25/12/2015;12/1/2016;9
1898;12;4;9;1;11;1457;3;180901;8/10/2015;26;1000;102;3;10/10/2015;24/10/2015;2
1899;13;4;13;1;11;2912;3;180914;9/10/2015;14;1000;102;3;11/10/2015;28/10/2015;12
1900;13;4;9;1;320;255;1;180927;9/10/2015;16;1002;400;3;11/10/2015;24/10/2015;1
1901;3;5;15;15;217;945;4;180931;9/10/2015;26;1003;200;3;11/10/2015;19/10/2015;1
1902;13;4;9;25;172;255;1;180944;9/10/2015;20;1007;200;3;9/10/2015;13/10/2015;1
1903;13;4;9;1;320;1884;4;180957;9/10/2015;14;1003;102;3;17/10/2015;2/11/2015;1
1904;13;4;13;1;320;4154;1;180987;9/10/2015;14;1000;102;3;12/10/2015;29/10/2015;13
1905;13;20;42;1;320;3567;4;181017;9/10/2015;26;1002;102;3;15/10/2015;26/10/2015;1
1906;12;4;9;1;11;693;3;181064;11/10/2015;63;1000;200;3;22/1/2016;6/2/2016;12
1907;13;4;9;1;320;2366;3;181094;13/10/2015;14;1003;201;3;15/10/2015;24/10/2015;1
1908;12;4;7;2;128;4228;3;181106;13/10/2015;14;1001;400;3;18/10/2015;11/11/2015;15
1909;13;4;13;1;11;542;3;181119;13/10/2015;14;1000;102;3;7/11/2015;17/11/2015;8
1910;13;4;13;1;320;3491;3;181136;13/10/2015;14;1001;400;3;15/10/2015;31/10/2015;10
1911;3;5;15;15;217;4692;1;181149;13/10/2015;26;1003;200;3;25/10/2015;1/11/2015;1
1912;13;4;13;1;11;385;3;181166;14/10/2015;14;1003;102;3;24/10/2015;6/11/2015;11
1913;3;5;15;15;217;1783;4;181196;14/10/2015;26;1003;200;3;18/10/2015;25/10/2015;1
1914;13;4;9;1;320;255;1;181272;14/10/2015;14;1007;200;3;16/10/2015;16/10/2015;1
1915;13;4;9;1;320;255;1;181301;14/10/2015;14;1007;200;3;16/10/2015;16/10/2015;1
1916;13;3;24;1;320;255;2;181255;15/10/2015;14;1007;200;3;16/10/2015;24/10/2015;1
1917;13;3;24;1;320;255;4;181268;15/10/2015;14;1007;200;3;16/10/2015;24/10/2015;1
1918;13;4;9;1;320;255;1;181285;15/10/2015;14;1007;200;3;19/10/2015;23/10/2015;1
1919;13;4;9;1;320;255;1;181298;15/10/2015;14;1007;200;3;19/10/2015;23/10/2015;1
1920;13;4;13;1;11;5311;3;181331;15/10/2015;14;1002;102;3;2/11/2015;21/11/2015;2
1921;13;4;13;1;11;5265;4;181357;15/10/2015;14;1003;102;3;23/10/2015;2/11/2015;2
1922;13;4;13;1;320;4710;3;181361;15/10/2015;14;1000;200;3;16/10/2015;21/10/2015;2
1923;3;5;15;15;217;3390;1;181391;15/10/2015;26;1002;200;3;21/10/2015;30/10/2015;1
1924;12;4;9;1;11;2909;4;181429;16/10/2015;16;1003;400;3;21/10/2015;25/10/2015;12
1925;13;4;13;1;320;3486;3;181463;16/10/2015;14;1003;202;1;18/10/2015;7/11/2015;1
1926;12;4;7;2;21;3120;3;181535;19/10/2015;14;1004;102;3;19/10/2015;2/11/2015;12
1927;13;4;9;1;320;5190;4;181637;19/10/2015;14;1003;102;3;2/11/2015;15/11/2015;1
1928;13;4;13;1;11;3662;3;181713;19/10/2015;14;1003;102;3;22/10/2015;31/10/2015;13
1929;13;4;13;1;11;174;3;181726;19/10/2015;14;1003;102;3;20/10/2015;22/10/2015;12
1930;13;4;13;1;11;2390;1;181756;20/10/2015;14;1000;102;3;14/12/2015;1/1/2016;13
1931;13;4;13;1;11;1428;4;181769;20/10/2015;14;1003;102;3;26/10/2015;2/11/2015;14
1932;3;5;15;15;217;4310;3;181773;20/10/2015;26;1000;102;3;24/12/2015;10/1/2016;1
1933;13;4;13;1;11;4184;3;181828;20/10/2015;14;1001;400;3;24/10/2015;3/11/2015;12
1934;13;4;13;1;320;5539;4;181832;20/10/2015;14;1003;102;3;13/12/2015;22/12/2015;2
1935;13;4;13;1;320;513;3;181845;20/10/2015;14;1003;102;3;2/11/2015;15/11/2015;10
1936;3;3;9;50;14;2121;1;181917;21/10/2015;14;1000;102;3;23/10/2015;10/11/2015;1
1937;13;4;9;1;320;255;2;181947;21/10/2015;14;1007;200;3;23/10/2015;23/10/2015;1
1938;12;4;7;4;180;2893;3;181951;22/10/2015;26;1000;103;3;4/11/2015;12/11/2015;11
1939;13;4;13;1;320;5287;1;181977;22/10/2015;14;1000;200;3;23/10/2015;25/10/2015;10
1940;13;20;42;1;320;4518;4;182011;23/10/2015;63;1000;200;3;27/10/2015;3/11/2015;1
1941;13;4;9;25;170;5048;1;182126;23/10/2015;14;1002;102;3;24/10/2015;1/11/2015;13
1942;13;20;8;1;320;255;1;182199;26/10/2015;63;1007;200;3;10/11/2015;12/11/2015;1
1943;3;5;15;15;217;2233;1;182232;26/10/2015;26;1003;200;3;4/11/2015;13/11/2015;1
1944;12;4;7;2;55;2513;3;182245;26/10/2015;16;1003;400;3;28/10/2015;16/11/2015;14
1945;3;5;15;15;217;2155;3;182275;26/10/2015;26;1003;200;3;26/10/2015;15/11/2015;1
1946;13;4;13;1;11;2922;3;182351;27/10/2015;14;1000;102;3;8/11/2015;19/11/2015;6
1947;3;3;9;50;14;1420;4;182364;27/10/2015;16;1002;200;3;2/4/2016;10/4/2016;1
1948;13;4;13;1;11;1941;3;182419;28/10/2015;16;1003;102;3;29/10/2015;1/11/2015;12
1949;12;4;7;3;186;1144;3;182436;28/10/2015;14;1001;400;3;1/11/2015;24/11/2015;12
1950;13;4;13;1;320;841;3;182483;29/10/2015;14;1000;200;3;31/10/2015;7/11/2015;1
1951;13;4;9;1;11;255;2;182496;29/10/2015;14;1007;200;3;30/10/2015;30/10/2015;1
1952;13;4;9;1;11;255;1;182538;29/10/2015;14;1007;200;3;2/11/2015;6/11/2015;1
1953;13;4;9;1;11;255;1;182542;29/10/2015;14;1007;200;3;2/11/2015;6/11/2015;1
1954;13;3;9;1;11;1620;3;182555;29/10/2015;14;1007;200;3;2/11/2015;6/11/2015;1
1955;3;3;9;50;14;5134;4;182568;29/10/2015;14;1002;102;3;4/1/2016;12/1/2016;1
1956;13;20;42;1;11;2277;4;182585;29/10/2015;14;1000;200;3;8/3/2016;18/3/2016;1
1957;12;4;9;1;11;2614;4;182598;29/10/2015;26;1004;200;3;2/1/2016;10/1/2016;13
1958;13;4;9;1;11;4263;3;182729;30/10/2015;14;1001;400;3;31/10/2015;7/11/2015;1
1959;13;3;6;1;11;1570;3;182789;30/10/2015;14;1007;200;3;7/11/2015;14/11/2015;1
1960;12;4;9;1;11;5532;3;182852;2/11/2015;16;1003;302;3;26/12/2015;14/1/2016;13
1961;12;4;9;1;11;4081;3;182882;2/11/2015;26;1000;302;3;8/12/2015;4/1/2016;14
1962;12;4;9;1;11;631;3;182895;2/11/2015;16;1000;302;3;2/6/2016;25/6/2016;7
1963;13;4;13;1;11;4748;3;183031;2/11/2015;14;1003;201;3;10/11/2015;19/11/2015;10
1964;12;4;9;1;11;1166;4;183057;2/11/2015;14;1003;302;3;17/5/2016;29/5/2016;12
1965;13;4;13;1;320;3394;3;183061;2/11/2015;14;1000;102;3;15/11/2015;24/11/2015;12
1966;3;5;15;15;217;5691;1;183193;2/11/2015;26;1003;200;3;4/11/2015;15/11/2015;1
1967;3;5;15;15;217;2238;3;183235;2/11/2015;26;1003;400;3;5/11/2015;19/11/2015;1
1968;12;4;9;1;11;4456;4;183282;2/11/2015;14;1002;302;3;3/4/2016;9/4/2016;13
1969;12;4;9;1;11;2227;4;183324;2/11/2015;16;1003;302;3;5/1/2016;15/11/2015;14
1970;12;4;9;1;11;840;3;183337;2/11/2015;16;1003;302;3;16/1/2016;30/1/2016;10
1971;13;4;13;1;11;2347;3;183413;3/11/2015;14;1003;302;3;6/11/2015;18/11/2015;13
1972;13;4;13;1;11;3431;1;183426;3/11/2015;14;1003;302;3;8/11/2015;15/11/2015;14
1973;3;5;15;15;217;3152;2;183456;3/11/2015;26;1003;200;3;5/11/2015;17/11/2015;1
1974;13;4;13;1;11;1867;4;183473;3/11/2015;14;1003;302;3;8/11/2015;16/11/2015;12
1975;12;4;9;1;11;1460;3;183499;3/11/2015;14;1006;102;3;1/4/2016;23/4/2016;13
1976;12;4;9;1;11;3315;2;183502;3/11/2015;62;1002;302;3;18/1/2016;29/1/2016;16
1977;12;4;9;1;11;861;2;183617;3/11/2015;14;1000;302;3;8/1/2016;30/1/2016;7
1978;12;4;9;1;11;907;2;183634;3/11/2015;16;1003;302;3;25/12/2015;3/1/2016;11
1979;13;4;13;1;11;874;4;183647;3/11/2015;14;1003;302;3;21/1/2016;1/2/2016;13
1980;12;4;9;1;11;2610;3;183766;3/11/2015;14;1003;302;3;13/11/2015;25/11/2015;12
1981;13;4;13;1;320;2145;1;183783;3/11/2015;14;1001;400;3;23/2/2016;18/3/2016;2
1982;12;4;9;1;11;4952;3;183808;3/11/2015;14;1003;302;3;13/11/2015;16/11/2015;12
1983;12;4;9;1;11;2938;4;183825;3/11/2015;14;1003;400;3;29/11/2015;10/12/2015;9
1984;12;4;9;1;11;627;1;183855;3/11/2015;69;1003;302;3;4/1/2016;14/11/2015;13
1985;12;4;9;1;11;2549;2;183885;3/11/2015;16;1000;400;3;31/1/2016;19/2/2016;14
1986;3;5;15;15;217;3903;4;183901;4/11/2015;26;1003;200;3;8/11/2015;18/11/2015;1
1987;13;3;24;1;11;255;2;183974;4/11/2015;14;1000;200;3;5/11/2015;16/11/2015;1
1988;13;3;24;1;11;255;2;183987;4/11/2015;14;1000;200;3;5/11/2015;16/11/2015;1
1989;3;5;15;15;217;2078;2;184017;4/11/2015;26;1003;200;3;11/11/2015;21/11/2015;1
1990;13;3;24;1;11;255;2;184051;5/11/2015;14;1000;200;3;6/11/2015;17/11/2015;1
1991;13;3;24;1;11;255;2;184081;5/11/2015;14;1000;200;3;6/11/2015;17/11/2015;1
1992;12;4;9;1;11;1410;3;184106;5/11/2015;14;1004;200;3;8/11/2015;14/11/2015;13
1993;13;20;42;1;11;1128;3;184149;5/11/2015;63;1004;200;3;29/3/2016;10/4/2016;1
1994;13;20;42;1;11;3879;4;184166;5/11/2015;63;1004;200;3;8/3/2016;17/3/2016;1
1995;13;4;13;1;320;248;3;184212;5/11/2015;14;1000;302;3;12/11/2015;8/12/2015;2
1996;12;4;9;1;11;1475;4;184255;5/11/2015;16;1001;400;3;28/5/2016;2/7/2016;14
1997;3;5;15;15;217;5227;3;184272;6/11/2015;26;1003;200;3;14/11/2015;26/11/2015;1
1998;13;4;13;1;11;1916;4;184298;6/11/2015;14;1001;400;3;7/1/2016;28/1/2016;10
1999;12;4;9;1;11;364;2;184301;6/11/2015;14;1001;400;3;7/3/2016;20/3/2016;13
2000;12;4;9;1;11;3847;3;184357;6/11/2015;16;1002;302;3;29/12/2015;28/1/2016;9
2001;12;4;7;2;157;3943;4;184459;6/11/2015;16;1001;400;3;6/11/2015;24/11/2015;11
2002;13;4;13;1;320;3157;1;184463;6/11/2015;14;1000;302;3;14/2/2016;26/2/2016;12
2003;12;4;9;1;11;2282;1;184489;8/11/2015;49;1003;302;3;30/1/2016;9/2/2016;13
2004;12;4;9;1;11;1653;4;184493;9/11/2015;14;1001;400;3;13/11/2015;25/11/2015;12
2005;12;4;7;6;6;5669;3;184518;10/11/2015;14;1000;102;3;10/11/2015;5/12/2015;14
2006;13;4;13;1;11;838;2;184535;10/11/2015;14;1000;102;3;23/12/2015;5/1/2016;13
2007;12;4;7;6;66;3166;3;184548;10/11/2015;14;1000;103;3;10/11/2015;5/12/2015;14
2008;13;4;13;1;320;1673;3;184565;10/11/2015;14;1001;400;3;6/12/2015;23/12/2015;12
2009;3;5;15;15;217;2150;4;184578;10/11/2015;26;1003;200;3;12/11/2015;22/11/2015;1
2010;13;20;42;1;11;4094;1;184582;10/11/2015;14;1000;200;3;10/12/2015;18/12/2015;1
2011;13;20;42;1;11;255;2;184595;11/11/2015;63;1000;200;3;13/11/2015;20/11/2015;1
2012;13;20;42;1;11;3503;1;184607;11/11/2015;63;1004;200;3;24/11/2015;2/12/2015;1
2013;13;4;13;1;11;4142;4;184637;11/11/2015;14;1001;400;3;18/11/2015;29/11/2015;14
2014;3;4;9;23;217;255;2;184684;11/11/2015;14;1000;102;3;14/11/2015;20/11/2015;1
2015;3;4;9;23;217;255;4;184726;11/11/2015;14;1000;102;3;14/11/2015;22/11/2015;1
2016;3;5;15;15;217;2385;1;184769;11/11/2015;26;1003;200;3;14/11/2015;25/11/2015;1
2017;3;3;9;50;14;5730;4;184773;11/11/2015;16;1002;200;3;14/11/2015;23/11/2015;1
2018;3;5;15;15;217;1323;1;184799;11/11/2015;26;1003;200;3;2/5/2016;10/5/2016;1
2019;3;3;9;50;330;1497;3;184828;12/11/2015;14;1002;200;3;19/11/2015;29/11/2015;1
2020;13;20;42;1;11;415;4;184832;12/11/2015;14;1003;200;3;25/11/2015;6/12/2015;1
2021;13;20;42;1;11;5642;2;184858;12/11/2015;14;1000;200;3;30/11/2015;12/12/2015;1
2022;13;20;42;1;11;119;2;184862;12/11/2015;63;1003;200;3;28/3/2016;4/4/2016;1
2023;13;20;42;1;11;525;4;184875;12/11/2015;63;1003;200;3;16/3/2016;25/3/2016;1
2024;13;20;42;1;11;1411;2;184888;12/11/2015;63;1004;200;3;4/4/2016;11/4/2016;1
2025;13;4;13;1;11;1898;3;184921;12/11/2015;16;1002;302;3;17/11/2015;4/12/2015;14
2026;12;4;7;2;21;3123;3;184934;12/11/2015;14;1000;102;3;24/11/2015;3/12/2015;6
2027;12;4;7;4;23;2453;4;184994;13/11/2015;26;1003;200;3;17/11/2015;30/11/2015;12
2028;13;4;13;1;11;3221;3;185126;13/11/2015;14;1000;303;3;22/11/2015;8/12/2015;1
2029;3;5;15;15;217;703;3;185199;13/11/2015;26;1003;102;3;14/11/2015;22/11/2015;1
2030;13;20;42;1;11;5304;4;185228;13/11/2015;63;1004;200;3;17/11/2015;27/11/2015;1
2031;13;4;9;1;11;2704;4;185258;13/11/2015;14;1003;200;3;14/11/2015;15/11/2015;1
2032;13;20;42;1;11;524;4;185262;14/11/2015;63;1004;200;3;6/4/2016;16/4/2016;1
2033;12;4;9;1;11;5141;1;185288;14/11/2015;16;1003;200;3;16/11/2015;27/11/2015;13
2034;3;5;15;15;217;3464;4;185292;16/11/2015;26;1003;200;3;20/1/2016;5/2/2016;1
2035;13;4;13;1;320;2505;3;185334;16/11/2015;14;1001;400;3;26/12/2015;7/2/2016;12
2036;13;4;13;1;11;1691;4;185466;17/11/2015;14;1002;102;3;12/12/2015;23/12/2015;12
2037;3;5;15;15;217;4928;3;185479;17/11/2015;26;1003;102;3;24/12/2015;10/1/2016;1
2038;3;5;15;15;217;5610;4;185496;17/11/2015;26;1003;102;3;18/11/2015;21/11/2015;1
2039;3;3;9;50;330;2800;1;185512;18/11/2015;14;1001;400;3;29/11/2015;13/12/2015;1
2040;13;20;42;1;11;2012;3;185555;19/11/2015;63;1000;200;3;19/11/2015;23/11/2015;1
2041;3;5;15;15;217;5162;4;185572;19/11/2015;26;1003;102;3;20/11/2015;28/11/2015;1
2042;12;4;7;4;191;1782;4;185627;19/11/2015;14;1000;200;3;27/11/2015;4/12/2015;9
2043;13;4;13;1;320;1234;4;185661;19/11/2015;14;1000;200;3;21/11/2015;30/11/2015;12
2044;12;4;7;2;289;2469;3;185763;20/11/2015;16;1000;102;3;25/11/2015;3/12/2015;14
2045;13;4;13;1;320;5637;3;185805;20/11/2015;14;1000;103;3;29/4/2016;17/5/2016;2
2046;3;5;15;15;217;2986;4;185911;20/11/2015;26;1003;200;3;22/11/2015;3/12/2015;1
2047;3;5;15;15;217;3256;4;185971;21/11/2015;26;1003;102;3;23/11/2015;30/11/2015;1
2048;12;4;9;1;11;5531;4;185984;22/11/2015;27;1003;400;3;17/12/2015;21/12/2015;13
2049;13;20;42;1;11;1968;4;186044;23/11/2015;14;1004;200;3;6/12/2015;14/12/2015;1
2050;13;20;42;1;11;2977;4;186087;24/11/2015;14;1002;200;3;3/12/2015;16/12/2015;1
2051;12;4;7;4;180;3198;3;186116;24/11/2015;26;1001;400;3;27/11/2015;15/12/2015;12
2052;12;4;9;1;11;5332;3;186129;24/11/2015;14;1000;200;3;1/1/2016;13/2/2016;14
2053;13;4;13;1;320;2516;3;186189;24/11/2015;14;1003;100;1;24/11/2015;23/12/2015;11
2054;12;4;7;2;55;4423;4;186235;25/11/2015;16;1002;200;3;7/12/2015;18/12/2015;12
2055;12;4;9;1;11;5131;4;186324;25/11/2015;16;1000;200;3;26/11/2015;5/12/2015;12
2056;12;4;9;1;11;3034;3;186651;26/11/2015;57;1002;102;3;30/11/2015;5/12/2015;6
2057;13;4;13;1;11;1947;4;186681;30/11/2015;14;1002;103;3;6/2/2016;28/2/2016;12
2058;13;4;13;1;320;1965;3;186694;30/11/2015;14;1001;400;3;1/9/2016;14/9/2016;3
2059;13;4;13;1;320;1203;3;186736;30/11/2015;14;1000;200;3;1/12/2015;15/12/2015;6
2060;12;4;7;7;207;4297;3;186749;30/11/2015;58;1000;200;3;18/12/2015;15/1/2016;14
2061;1;4;9;10;217;2169;4;186808;1/12/2015;16;1001;303;3;16/1/2016;31/1/2016;1
2062;13;4;13;1;320;3237;3;186885;2/12/2015;14;1000;103;3;10/12/2015;11/2/2016;13
2063;12;4;9;1;11;3380;4;186914;2/12/2015;14;1003;400;3;29/1/2016;4/2/2016;11
2064;13;4;13;1;320;1029;3;187106;3/12/2015;14;1000;101;2;27/12/2015;2/6/2016;13
2065;13;4;13;1;11;4951;2;187123;3/12/2015;14;1003;302;3;7/1/2016;7/2/2016;13
2066;12;4;7;2;179;4947;4;187166;3/12/2015;14;1000;102;3;8/12/2015;13/12/2015;12
2067;3;5;15;15;217;244;3;187179;4/12/2015;26;1003;200;3;7/12/2015;16/12/2015;1
2068;3;5;15;15;217;2745;4;187183;4/12/2015;26;1003;200;3;8/12/2015;15/12/2015;1
2069;3;5;15;15;217;2323;4;187208;4/12/2015;26;1003;200;3;7/12/2015;18/12/2015;1
2070;12;4;7;4;160;4226;1;187225;4/12/2015;26;1000;200;3;5/1/2016;13/1/2016;11
2071;3;5;15;15;217;1495;4;187255;4/12/2015;26;1003;200;3;30/1/2016;11/2/2016;1
2072;13;20;42;1;11;4836;4;187272;4/12/2015;14;1002;200;3;8/12/2015;18/12/2015;1
2073;12;4;9;1;11;5335;4;187285;6/12/2015;16;1003;400;3;15/12/2015;23/12/2015;12
2074;12;4;9;1;11;2777;4;187357;7/12/2015;16;1003;400;3;8/12/2015;20/12/2015;12
2075;13;20;42;1;11;108;4;187361;9/12/2015;14;1002;200;3;5/1/2016;16/1/2016;1
